location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Beechborough-Greenbrook,2015,April,,9,2.7550000000000003,752,0.96425,0.0,93.67,290.928,18718.021
Keelesdale-Eglinton West,2015,April,,2,5.510000000000001,674,0.3935714285714286,2.2857142857142856,287.622,3547.889,6976.211
Briar Hill-Belgravia,2015,April,,4,4.408,507,0.12244444444444445,0.0,300.846,7611.514000000001,2454.154
Yorkdale-Glen Park,2015,April,,3,4.9590000000000005,753,1.9285,2.3529411764705883,281.01,10617.219000000001,8047.3550000000005
Forest Hill North,2015,April,,8,2.7550000000000003,519,0.13775,0.07894736842105263,47.937000000000005,2050.822,9708.62
Englemount-Lawrence,2015,April,,7,2.7550000000000003,565,0.895375,0.5333333333333333,59.50800000000001,8413.77,28916.480000000003
Bedford Park-Nortown,2015,April,,9,4.408,583,0.9795555555555556,4.090909090909091,52.896,5816.907,21471.368000000002
Lawrence Park South,2015,April,,9,2.204,647,0.482125,1.206896551724138,65.018,1869.5430000000001,16110.138
Yonge-Eglinton,2015,April,,1,4.9590000000000005,796,1.4693333333333334,1.3846153846153846,60.61000000000001,6596.021000000001,15267.659000000001
Mount Pleasant West,2015,April,,3,3.857,706,2.204,1.3714285714285714,297.54,3017.2760000000003,18231.488
Lawrence Park North,2015,April,,1,4.408,629,0.482125,2.3823529411764706,165.3,1876.7060000000001,22255.992000000002
Mount Pleasant East,2015,April,,2,2.7550000000000003,558,1.2397500000000001,3.230769230769231,83.75200000000001,8720.126,12736.916000000001
Black Creek,2015,April,,8,2.7550000000000003,672,1.102,3.0,0.0,8008.785000000001,14880.857000000002
Glenfield-Jane Heights,2015,April,,5,3.306,778,1.3086250000000001,0.5384615384615385,317.376,10797.947,11952.292000000001
York University Heights,2015,April,,3,4.408,691,0.061222222222222226,1.894736842105263,24.795,10811.171,25219.27
Bathurst Manor,2015,April,,6,2.7550000000000003,522,0.3935714285714286,0.5263157894736842,12.673000000000002,10372.024000000001,23468.192000000003
Westminster-Branson,2015,April,,3,3.306,725,0.551,0.21052631578947367,187.34000000000003,934.4960000000001,5927.658
Clanton Park,2015,April,,11,5.510000000000001,600,1.2244444444444447,1.125,0.0,2672.3500000000004,9559.299
Lansing-Westgate,2015,April,,12,2.204,604,0.3935714285714286,1.7391304347826086,0.0,8340.487000000001,1111.9180000000001
Willowdale West,2015,April,,1,2.7550000000000003,596,0.12244444444444445,1.0810810810810811,18.734,9812.208,17941.111
Newtonbrook West,2015,April,,3,4.408,537,0.482125,0.20689655172413793,128.934,4563.3820000000005,27773.706000000002
Newtonbrook East,2015,April,,12,4.9590000000000005,757,0.061222222222222226,0.23076923076923078,191.74800000000002,1348.297,8522.868
Willowdale East,2015,April,,12,4.9590000000000005,533,0.551,0.30000000000000004,310.764,1602.8590000000002,1859.6250000000002
Bayview Woods-Steeles,2015,April,,7,2.7550000000000003,502,1.653,0.0,112.40400000000001,7907.952,5593.201
Bayview Village,2015,April,,3,4.9590000000000005,603,0.9795555555555556,2.3529411764705883,71.63,11237.094000000001,7981.786000000001
St.Andrew-Windfields,2015,April,,9,3.306,567,0.9183333333333334,0.05,106.894,6907.887000000001,13804.754
Don Valley Village,2015,April,,2,4.9590000000000005,716,1.5742857142857145,2.0,36.917,11260.787,3361.1000000000004
Henry Farm,2015,April,,3,5.510000000000001,607,1.79075,0.6153846153846154,168.055,6366.254000000001,8506.338000000002
Pleasant View,2015,April,,5,4.408,631,2.0465714285714287,2.8928571428571432,0.0,1856.8700000000001,23320.524
Parkwoods-Donalda,2015,April,,8,5.510000000000001,662,1.859625,1.75,0.0,10406.737000000001,30374.426000000003
Tam O'Shanter-Sullivan,2015,April,,4,4.9590000000000005,542,1.7317142857142858,0.7142857142857143,0.0,654.5880000000001,17908.602000000003
Bridle Path-Sunnybrook-York Mills,2015,April,,3,4.408,633,0.4897777777777778,0.8181818181818182,136.64800000000002,9645.255000000001,31689.112
Leaside-Bennington,2015,April,,10,3.306,744,0.9183333333333334,0.6060606060606061,95.87400000000001,3062.458,329.49800000000005
Banbury-Don Mills,2015,April,,11,2.204,570,1.79075,1.0810810810810811,77.14,5301.171,23565.719
Thorncliffe Park,2015,April,,5,5.510000000000001,749,1.653,0.0,112.95500000000001,8730.595000000001,22396.497000000003
Flemingdon Park,2015,April,,4,4.408,731,1.591777777777778,2.5,28.652,9671.152,17773.056
Victoria Village,2015,April,,1,2.7550000000000003,716,1.721875,0.8974358974358975,45.733000000000004,1993.5180000000003,25172.435
O'Connor-Parkview,2015,April,,8,5.510000000000001,725,0.4722857142857143,0.27586206896551724,223.155,359.80300000000005,18987.460000000003
The Beaches,2015,April,,2,2.7550000000000003,563,0.18366666666666667,0.8,28.101000000000003,4701.1320000000005,10497.101
East End-Danforth,2015,April,,3,5.510000000000001,708,1.836666666666667,0.3333333333333333,88.16000000000001,8225.879,2449.746
Woodbine-Lumsden,2015,April,,10,4.408,744,0.061222222222222226,2.1818181818181817,200.56400000000002,7667.716,15183.907000000001
Crescent Town,2015,April,,10,3.306,740,0.7871428571428573,2.8571428571428568,198.36,7770.202,3902.1820000000002
Birchcliffe-Cliffside,2015,April,,8,2.204,778,0.551,0.25,123.97500000000001,7499.110000000001,32777.337
Oakridge,2015,April,,9,3.857,740,2.0465714285714287,0.0,300.846,8530.031,6215.280000000001
Clairlea-Birchmount,2015,April,,10,4.9590000000000005,701,0.36733333333333335,0.47058823529411764,85.956,11167.117,7478.723000000001
Wexford/Maryvale,2015,April,,8,4.408,506,2.204,0.5714285714285714,234.175,8914.629,7720.061000000001
Dorset Park,2015,April,,8,3.857,627,0.8571111111111112,0.0,153.729,1231.4850000000001,9813.861
Ionview,2015,April,,11,4.408,666,0.8265,0.13333333333333333,0.0,6751.403,17507.474000000002
Kennedy Park,2015,April,,2,2.204,508,0.8265,4.666666666666666,0.0,9767.026000000002,17791.79
Cliffcrest,2015,April,,2,2.7550000000000003,718,1.7142222222222223,0.625,189.544,6208.668000000001,6792.177000000001
Eglinton East,2015,April,,9,5.510000000000001,527,0.061222222222222226,2.8125,26.448,4128.643,32394.392000000003
Bendale,2015,April,,7,3.857,599,1.033125,1.0714285714285714,69.426,6218.586,21228.377
Scarborough Village,2015,April,,10,2.7550000000000003,616,0.7576250000000001,0.0,59.508,10015.527,23149.163
Woburn,2015,April,,1,2.7550000000000003,606,1.8891428571428572,2.380952380952381,209.38000000000002,3762.2280000000005,16899.721
Guildwood,2015,April,,12,3.857,563,1.102,0.0,77.14,1367.0310000000002,32263.805000000004
Morningside,2015,April,,9,4.408,749,0.2448888888888889,3.8461538461538463,130.58700000000002,5487.409000000001,26995.694000000003
West Hill,2015,April,,3,5.510000000000001,524,1.033125,0.0,178.524,7579.5560000000005,23181.672000000002
Rouge,2015,April,,1,3.306,561,1.2397500000000001,4.0,127.83200000000001,7891.973000000001,5597.609
Centennial Scarborough,2015,April,,10,4.408,608,0.6734444444444445,1.2352941176470589,39.121,10212.234,31167.315000000002
Highland Creek,2015,April,,9,2.204,501,0.36733333333333335,0.5714285714285714,0.0,10082.749000000002,7810.425000000001
Malvern,2015,April,,4,2.7550000000000003,707,0.41325,0.22857142857142856,0.0,990.147,17268.34
Hillcrest Village,2015,April,,6,3.306,634,0.18366666666666667,0.7058823529411764,95.87400000000001,11172.076000000001,13647.168000000001
Steeles,2015,April,,7,2.7550000000000003,678,0.2448888888888889,0.42857142857142855,42.978,4428.387000000001,33539.37
L'Amoreaux,2015,April,,2,4.408,512,0.551,3.2941176470588234,149.872,3470.1980000000003,14975.629
Agincourt South-Malvern West,2015,April,,4,4.408,531,1.102,2.631578947368421,136.64800000000002,947.1690000000001,8420.933
Milliken,2015,April,,10,2.204,692,0.4897777777777778,0.8823529411764707,228.11400000000003,10034.812000000002,19173.147
Agincourt North,2015,April,,5,4.408,686,0.482125,2.4000000000000004,277.70400000000006,6228.504000000001,32131.565000000002
Trinity-Bellwoods,2015,May,,12,6.12,550,1.6392857142857142,0.6923076923076923,64.26,3532.77,6929.37
West Humber-Clairville,2015,May,,12,7.65,540,1.816875,1.9393939393939394,117.81,9386.55,1530.765
Mount Olive-Silverstone-Jamestown,2015,May,,14,6.885,536,0.765,0.75,275.4,1943.1000000000001,4045.32
Humber Summit,2015,May,,4,3.06,638,1.434375,0.15,0.0,4738.41,2783.07
Thistletown-Beaumond Heights,2015,May,,14,6.12,789,1.53,2.058823529411765,22.95,9259.56,23692.05
Humbermede,2015,May,,11,4.59,569,1.7485714285714284,0.0,180.54,4859.28,5452.92
Rexdale-Kipling,2015,May,,8,5.355,653,1.72125,0.7692307692307693,248.625,12920.085000000001,28554.39
Elms-Old Rexdale,2015,May,,3,3.825,710,0.9835714285714287,3.3333333333333335,113.22,11829.195,23192.505
Pelmo Park-Humberlea,2015,May,,2,7.65,584,2.04,4.117647058823529,390.15000000000003,4186.08,26979.255
Downsview-Roding-CFB,2015,May,,1,4.59,656,2.6228571428571428,0.0625,128.52,8560.35,25733.835
Kingsview Village-The Westway,2015,May,,10,6.12,558,0.19125,0.5714285714285714,0.0,14134.14,45726.345
Weston,2015,May,,4,6.12,670,0.32785714285714285,5.6000000000000005,71.91,8864.82,19790.55
Rustic,2015,May,,9,3.06,716,1.625625,0.0,426.87,13968.135,6210.27
Humber Heights-Westmount,2015,May,,14,4.59,765,2.1037500000000002,2.7777777777777777,87.21000000000001,5517.18,28907.055
Brookhaven-Amesbury,2015,May,,6,7.65,730,2.390625,0.6,0.0,6901.0650000000005,25756.02
Mount Dennis,2015,May,,5,3.06,505,0.8500000000000001,0.5882352941176471,48.19500000000001,5514.12,27958.455
Willowridge-Martingrove-Richview,2015,May,,4,3.825,752,1.816875,0.3333333333333333,78.03,197.37,30532.68
Princess-Rosethorn,2015,May,,6,6.12,514,0.57375,0.12121212121212122,133.875,6030.495,30165.48
Eringate-Centennial-West Deane,2015,May,,7,7.65,540,1.4207142857142858,1.6666666666666667,0.0,10122.48,14987.880000000001
Edenbridge-Humber Valley,2015,May,,13,4.59,609,0.095625,2.380952380952381,0.0,1133.73,14124.960000000001
Rockcliffe-Smythe,2015,May,,15,7.65,723,0.4371428571428571,0.78125,74.97,9787.41,13669.785
Markland Woods,2015,May,,3,3.825,578,1.105,3.0,63.495000000000005,14242.005000000001,22541.49
Etobicoke West Mall,2015,May,,4,7.65,628,0.3825,0.2857142857142857,431.46,1304.325,16090.245
Islington-City Centre West,2015,May,,14,7.65,671,2.125,3.769230769230769,214.20000000000002,4760.595,34716.465000000004
Alderwood,2015,May,,16,3.825,507,1.53,1.103448275862069,195.07500000000002,12266.775,15889.815
Long Branch,2015,May,,14,6.885,796,1.8578571428571427,1.0909090909090908,229.5,11859.795,34047.855
New Toronto,2015,May,,8,3.06,598,1.53,0.4117647058823529,61.965,14740.02,45698.805
Mimico,2015,May,,10,6.12,581,0.33999999999999997,0.5555555555555556,192.78,11501.775,2452.59
Stonegate-Queensway,2015,May,,4,3.06,614,2.6775,0.0,0.0,2386.8,45330.075000000004
Kingsway South,2015,May,,8,4.59,665,2.6775,2.5,222.615,14204.52,32999.805
Lambton Baby Point,2015,May,,10,6.885,712,3.1692857142857145,1.5384615384615385,186.66,9280.98,24597.81
High Park-Swansea,2015,May,,4,5.355,597,2.199375,0.5833333333333333,195.07500000000002,6633.3150000000005,5004.63
Runnymede-Bloor West Village,2015,May,,2,4.59,573,1.2750000000000001,0.34285714285714286,149.94,12736.485,23711.94
High Park North,2015,May,,11,5.355,689,0.8500000000000001,1.5,142.29,11784.825,22406.850000000002
Junction Area,2015,May,,14,6.885,781,1.092857142857143,0.42857142857142855,0.0,1066.41,46719.315
Roncesvalles,2015,May,,8,5.355,744,2.0764285714285715,0.525,153.0,9752.22,40051.575
South Parkdale,2015,May,,16,3.06,798,1.8578571428571427,0.15789473684210525,0.0,11220.255000000001,8701.875
Dufferin Grove,2015,May,,1,5.355,503,2.38,0.5294117647058824,235.62,13538.205,37594.395000000004
Little Portugal,2015,May,,15,4.59,709,1.87,0.0,135.405,7912.395,39910.815
Dovercourt-Wallace Emerson-Juncti,2015,May,,4,6.885,727,2.6228571428571428,1.75,146.88,9585.45,11595.105
Niagara,2015,May,,14,6.885,768,0.19125,3.0,0.0,10652.625,41588.46
Weston-Pellam Park,2015,May,,5,6.885,791,0.8500000000000001,0.9090909090909092,156.06,13457.115,47049.03
Palmerston-Little Italy,2015,May,,8,6.885,776,3.2785714285714285,0.7714285714285714,0.0,5857.6050000000005,33716.61
University,2015,May,,3,6.885,577,2.6228571428571428,0.5,459.0,7848.135,2802.96
Kensington-Chinatown,2015,May,,7,6.12,588,2.5500000000000003,1.25,211.14,2040.255,31729.14
Waterfront Communities-The Island,2015,May,,5,6.12,512,2.6775,0.8275862068965517,47.43,15211.26,9393.435
Annex,2015,May,,10,7.65,667,2.9507142857142856,0.5384615384615385,0.0,10464.435,27175.095
Wychwood,2015,May,,10,3.06,508,1.72125,0.15151515151515152,190.485,8701.875,15713.1
Corsa Italia-Davenport,2015,May,,10,3.825,609,2.295,2.258064516129032,0.0,3304.035,38912.49
Oakwood-Vaughan,2015,May,,7,7.65,612,2.0764285714285715,5.555555555555555,33.660000000000004,8655.210000000001,32548.455
Humewood-Cedarvale,2015,May,,4,4.59,637,1.243125,0.2857142857142857,153.0,5787.99,5931.045
Casa Loma,2015,May,,8,3.06,708,1.9549999999999998,1.0,226.44,1098.54,33887.205
Forest Hill South,2015,May,,5,6.885,566,0.765,4.0,50.49,2630.07,45330.075000000004
Yonge-St.Clair,2015,May,,14,4.59,780,0.765,1.263157894736842,68.85,3497.58,41515.785
Bay Street Corridor,2015,May,,9,5.355,500,0.8500000000000001,1.0714285714285714,367.20000000000005,11742.75,21678.57
Rosedale-Moore Park,2015,May,,10,6.885,626,0.765,0.8064516129032258,325.125,8792.145,26761.995
Church-Yonge Corridor,2015,May,,14,4.59,518,0.3825,1.9285714285714288,140.76,13336.245,28183.365
Caledonia-Fairbanks,2015,May,,12,3.06,509,1.7000000000000002,0.4,0.0,10532.52,33549.075
North St.James Town,2015,May,,16,6.12,570,1.19,0.10810810810810811,172.125,13180.95,36202.86
Cabbagetown-South St.James Town,2015,May,,3,4.59,673,0.57375,2.2857142857142856,0.0,11826.9,29786.04
Moss Park,2015,May,,15,5.355,696,2.4042857142857144,2.2857142857142856,232.56,4351.32,906.525
Regent Park,2015,May,,16,3.825,620,0.765,0.0,128.52,1670.76,30515.850000000002
Playter Estates-Danforth,2015,May,,13,6.12,501,0.6799999999999999,2.25,248.625,3378.2400000000002,40903.785
South Riverdale,2015,May,,14,4.59,645,0.08499999999999999,0.6,122.4,9628.29,27188.865
North Riverdale,2015,May,,5,3.825,593,1.2021428571428572,1.935483870967742,0.0,12015.09,28341.72
Blake-Jones,2015,May,,8,7.65,704,0.6557142857142857,1.2962962962962963,137.7,13854.915,10972.395
Danforth Village - Toronto,2015,May,,10,4.59,633,0.669375,0.6666666666666666,21.42,9216.72,30928.185
Broadview North,2015,May,,8,4.59,765,1.53,8.333333333333334,96.39000000000001,526.32,44567.37
Old East York,2015,May,,8,3.825,719,0.935,0.26666666666666666,135.405,8014.14,7434.27
Danforth Village - East York,2015,May,,4,3.06,709,0.5464285714285715,2.9473684210526314,165.24,7106.085,15842.385
Greenwood-Coxwell,2015,May,,7,3.825,607,0.6557142857142857,2.454545454545454,413.09999999999997,14481.45,40632.975
Woodbine Corridor,2015,May,,6,6.12,565,0.16999999999999998,0.5263157894736842,275.4,3769.92,244.035
Maple Leaf,2015,May,,4,6.885,744,1.6392857142857142,0.4,283.05,6180.435,7286.625
Beechborough-Greenbrook,2015,May,,14,7.65,741,0.6557142857142857,0.08108108108108109,76.5,12275.955,19782.135000000002
Keelesdale-Eglinton West,2015,May,,10,3.825,711,0.32785714285714285,3.225806451612903,120.87,4333.725,38356.335
Briar Hill-Belgravia,2015,May,,14,3.825,510,1.53,1.263157894736842,70.38,3093.66,81.855
Yorkdale-Glen Park,2015,May,,7,5.355,536,2.86875,2.0,0.0,10570.005000000001,37578.33
Forest Hill North,2015,May,,4,6.885,639,1.87,3.6363636363636367,223.38,8486.91,17949.96
Englemount-Lawrence,2015,May,,15,5.355,605,0.765,0.21428571428571427,104.04,10965.51,40685.76
Bedford Park-Nortown,2015,May,,13,6.885,769,0.32785714285714285,3.375,55.08,9560.97,27269.19
Lawrence Park South,2015,May,,14,3.06,584,0.4371428571428571,0.25,174.42000000000002,15934.95,19151.010000000002
Yonge-Eglinton,2015,May,,10,6.12,509,1.615,0.8484848484848485,340.42500000000007,14855.535,6991.335
Mount Pleasant West,2015,May,,16,6.885,556,0.95625,0.9655172413793104,0.0,2828.205,14925.15
Lawrence Park North,2015,May,,15,6.12,632,0.478125,0.47058823529411764,217.26,10127.835000000001,27981.405
Mount Pleasant East,2015,May,,10,7.65,732,1.8578571428571427,2.8125,261.63,4562.46,2163.42
Black Creek,2015,May,,13,4.59,546,1.53,0.3333333333333333,53.550000000000004,4572.405,41205.96
Glenfield-Jane Heights,2015,May,,11,4.59,592,2.295,2.727272727272727,48.96,4091.985,41224.32
York University Heights,2015,May,,4,4.59,544,1.53,0.3,102.51,781.065,23248.350000000002
Bathurst Manor,2015,May,,14,7.65,595,0.3825,1.6842105263157894,91.8,4010.13,13040.955
Westminster-Branson,2015,May,,10,6.885,643,1.0518750000000001,4.666666666666666,33.660000000000004,5994.54,43084.8
Clanton Park,2015,May,,16,6.12,760,2.295,1.1052631578947367,0.0,3513.645,35128.8
Lansing-Westgate,2015,May,,14,5.355,794,3.2785714285714285,3.4482758620689657,57.375,7038.0,41378.085
Willowdale West,2015,May,,16,6.12,717,0.286875,0.8333333333333333,0.0,7109.91,27321.975000000002
Newtonbrook West,2015,May,,15,7.65,757,1.816875,0.625,371.79,9391.905,1730.43
Newtonbrook East,2015,May,,12,5.355,706,0.10928571428571428,1.2857142857142856,156.06,11663.19,6087.87
Willowdale East,2015,May,,8,6.885,684,1.625625,0.0,0.0,14972.58,36494.325
Bayview Woods-Steeles,2015,May,,14,5.355,728,1.816875,2.8125,75.735,7749.45,42858.36
Bayview Village,2015,May,,5,3.06,620,2.6775,1.0294117647058825,229.5,7022.7,31612.86
St.Andrew-Windfields,2015,May,,7,5.355,707,2.48625,1.8181818181818183,102.51,11244.735,1596.555
Don Valley Village,2015,May,,7,6.885,781,2.773125,2.307692307692308,28.305,5879.025000000001,690.03
Henry Farm,2015,May,,5,4.59,701,1.2021428571428572,1.1111111111111112,0.0,6713.64,42507.99
Pleasant View,2015,May,,12,7.65,727,0.765,0.64,332.77500000000003,14597.73,30674.97
Parkwoods-Donalda,2015,May,,4,7.65,694,0.595,0.6060606060606061,399.33000000000004,201.96,28064.79
Tam O'Shanter-Sullivan,2015,May,,12,6.12,759,1.243125,0.05714285714285714,110.925,6885.765,29949.75
Bridle Path-Sunnybrook-York Mills,2015,May,,7,7.65,621,2.773125,2.5,20.655,1051.875,28282.815
Leaside-Bennington,2015,May,,7,6.885,720,1.816875,0.34285714285714286,160.65,13537.44,16727.49
Banbury-Don Mills,2015,May,,13,3.825,704,1.9125,1.6666666666666665,257.04,12741.075,10596.78
Thorncliffe Park,2015,May,,5,4.59,650,2.199375,1.2857142857142858,0.0,3460.0950000000003,15755.175000000001
Flemingdon Park,2015,May,,1,4.59,745,1.625625,2.8000000000000003,180.54,1422.9,43717.455
Victoria Village,2015,May,,12,4.59,699,1.625625,0.0,47.43,2711.16,7130.5650000000005
O'Connor-Parkview,2015,May,,4,6.885,752,2.21,4.375,232.56,6628.725,3829.59
The Beaches,2015,May,,9,3.825,738,1.1475,0.6,122.4,15252.57,37580.625
East End-Danforth,2015,May,,7,3.825,797,1.3114285714285714,1.0526315789473684,235.62,7926.93,31763.565000000002
Woodbine-Lumsden,2015,May,,10,6.12,648,1.105,0.2222222222222222,232.56,7464.87,14732.37
Crescent Town,2015,May,,14,6.12,708,0.860625,3.0,313.65000000000003,416.925,43038.9
Birchcliffe-Cliffside,2015,May,,6,7.65,541,0.478125,2.8928571428571432,151.47,3099.015,5236.425
Oakridge,2015,May,,14,6.885,645,2.38,0.6486486486486487,107.865,11761.11,28868.805
Clairlea-Birchmount,2015,May,,8,7.65,616,2.5135714285714283,2.8,130.815,3207.645,1103.895
Wexford/Maryvale,2015,May,,10,6.12,523,1.8578571428571427,0.2608695652173913,35.19,4941.135,9541.845
Dorset Park,2015,May,,6,7.65,612,0.16999999999999998,1.153846153846154,252.45000000000002,11777.175000000001,18082.305
Ionview,2015,May,,4,6.12,761,0.6799999999999999,0.2857142857142857,36.72,1546.83,31355.82
Kennedy Park,2015,May,,4,7.65,586,0.765,0.2857142857142857,0.0,9081.315,810.135
Cliffcrest,2015,May,,14,3.825,504,1.445,0.0,0.0,9196.83,43948.485
Eglinton East,2015,May,,10,5.355,796,0.6557142857142857,0.0,208.08,8901.54,19134.18
Bendale,2015,May,,12,6.12,615,2.38,4.666666666666666,385.56000000000006,11989.845,10470.555
Scarborough Village,2015,May,,1,3.06,506,1.7485714285714284,1.7142857142857142,133.875,10314.495,34861.815
Woburn,2015,May,,1,3.825,551,1.816875,1.1666666666666667,82.62,12714.300000000001,21146.13
Guildwood,2015,May,,9,6.12,646,0.095625,1.7777777777777777,38.25,8966.565,29869.425
Morningside,2015,May,,13,3.825,707,2.0764285714285715,0.05,44.37,12409.83,3896.145
West Hill,2015,May,,11,6.885,677,1.1475,0.0,143.82,10390.995,4397.985
Rouge,2015,May,,15,3.825,501,0.4371428571428571,0.9032258064516129,130.815,7363.89,36957.915
Centennial Scarborough,2015,May,,10,6.12,602,0.765,2.7777777777777777,174.42000000000002,7685.1900000000005,16813.935
Highland Creek,2015,May,,15,7.65,775,0.8500000000000001,0.18421052631578946,76.5,1112.31,6914.835
Malvern,2015,May,,16,4.59,553,0.19125,0.42105263157894735,183.60000000000002,5967.0,4398.75
Hillcrest Village,2015,May,,10,3.06,510,1.87,1.6363636363636365,139.995,12450.375,7970.535
Steeles,2015,May,,4,6.885,639,1.816875,0.30303030303030304,98.685,5700.015,36000.9
L'Amoreaux,2015,May,,15,5.355,643,2.008125,0.0,0.0,2773.125,22725.855
Agincourt South-Malvern West,2015,May,,11,7.65,727,2.4042857142857144,0.18518518518518517,87.21000000000001,13150.35,25428.600000000002
Milliken,2015,May,,4,6.885,514,0.935,4.800000000000001,206.55,2249.1,1578.96
Agincourt North,2015,May,,1,7.65,653,0.10928571428571428,0.05555555555555555,336.6,10687.815,32719.815000000002
Trinity-Bellwoods,2015,June,,3,3.565,788,1.324142857142857,5.294117647058823,213.9,7481.509,40370.773
West Humber-Clairville,2015,June,,12,7.13,677,2.4445714285714284,0.9090909090909092,65.596,2008.521,36489.201
Mount Olive-Silverstone-Jamestown,2015,June,,4,4.278,545,0.8148571428571427,2.3333333333333335,216.75199999999998,12558.782,37771.888
Humber Summit,2015,June,,14,2.852,697,0.802125,2.2857142857142856,299.46,11624.751999999999,10059.716999999999
Thistletown-Beaumond Heights,2015,June,,1,2.852,721,1.24775,0.02857142857142857,50.623,744.372,20099.469999999998
Humbermede,2015,June,,13,4.991,530,0.15844444444444442,1.7307692307692308,0.0,6367.09,2505.482
Rexdale-Kipling,2015,June,,13,4.991,611,2.3766666666666665,1.96875,48.483999999999995,10878.241,32509.948
Elms-Old Rexdale,2015,June,,8,5.704,506,0.9167142857142857,0.64,0.0,9199.839,29218.027
Pelmo Park-Humberlea,2015,June,,8,6.417,605,0.713,2.9411764705882355,0.0,12518.141,24269.093999999997
Downsview-Roding-CFB,2015,June,,15,5.704,760,1.6636666666666666,0.5405405405405406,119.78399999999999,8070.446999999999,42692.301
Kingsview Village-The Westway,2015,June,,8,2.852,668,1.6297142857142854,0.3225806451612903,145.452,3436.66,22590.692
Weston,2015,June,,13,4.991,521,1.0185714285714285,0.96,0.0,1495.1609999999998,29404.12
Rustic,2015,June,,9,2.852,735,2.648285714285714,0.045454545454545456,0.0,14145.206999999999,618.884
Humber Heights-Westmount,2015,June,,4,2.852,525,0.89125,3.076923076923077,243.846,6633.7519999999995,33826.859
Brookhaven-Amesbury,2015,June,,8,3.565,519,0.445625,0.10526315789473684,68.448,4789.221,17607.535
Mount Dennis,2015,June,,8,7.13,532,0.39611111111111114,0.0,0.0,8631.578,32202.644999999997
Willowridge-Martingrove-Richview,2015,June,,14,7.13,752,0.445625,1.6129032258064515,196.78799999999998,6834.105,5545.714
Princess-Rosethorn,2015,June,,5,3.565,671,2.139,0.05,167.55499999999998,13611.17,16575.111
Eringate-Centennial-West Deane,2015,June,,6,4.991,742,0.7922222222222223,0.3870967741935484,135.47,3776.761,2387.837
Edenbridge-Humber Valley,2015,June,,8,2.852,542,2.139,0.5405405405405406,206.76999999999998,13552.704,4376.394
Rockcliffe-Smythe,2015,June,,13,4.278,795,1.5151249999999998,0.125,179.676,787.865,20445.987999999998
Markland Woods,2015,June,,10,2.852,644,0.89125,4.5,91.977,3012.4249999999997,33401.198
Etobicoke West Mall,2015,June,,6,7.13,572,0.623875,0.8076923076923077,70.587,13159.127999999999,29799.835
Islington-City Centre West,2015,June,,13,2.852,667,2.0597777777777777,2.1176470588235294,28.52,14706.338,42742.924
Alderwood,2015,June,,12,4.991,724,0.10185714285714284,3.8461538461538463,355.07399999999996,7040.161999999999,29021.238999999998
Long Branch,2015,June,,11,4.278,798,1.6636666666666666,0.0,188.232,7262.6179999999995,1835.975
New Toronto,2015,June,,1,5.704,525,1.8716249999999999,0.0,86.98599999999999,11984.104,41730.464
Mimico,2015,June,,15,6.417,643,0.713,0.38461538461538464,308.01599999999996,2009.947,24754.646999999997
Stonegate-Queensway,2015,June,,12,3.565,563,0.9506666666666665,0.07692307692307693,36.363,1869.4859999999999,4795.638
Kingsway South,2015,June,,1,3.565,622,0.89125,2.4324324324324325,42.78,13220.446,29036.212
Lambton Baby Point,2015,June,,2,7.13,522,0.5545555555555556,1.1428571428571428,288.765,11309.606,26948.548
High Park-Swansea,2015,June,,14,6.417,596,2.049875,1.5,153.295,13278.912,10824.766
Runnymede-Bloor West Village,2015,June,,8,3.565,645,2.648285714285714,0.9090909090909092,30.659,12697.817,30225.496
High Park North,2015,June,,14,6.417,533,0.39611111111111114,0.6578947368421052,131.192,1961.463,25571.032
Junction Area,2015,June,,3,2.852,762,2.648285714285714,1.2307692307692308,52.762,14543.061,8819.097
Roncesvalles,2015,June,,15,2.852,574,0.8714444444444445,3.4482758620689657,338.675,2259.497,14585.127999999999
South Parkdale,2015,June,,12,6.417,527,1.5278571428571428,0.21052631578947367,0.0,3452.346,939.021
Dufferin Grove,2015,June,,3,3.565,750,2.037142857142857,3.0,342.23999999999995,14698.494999999999,1630.6309999999999
Little Portugal,2015,June,,1,3.565,534,0.4753333333333333,4.235294117647059,213.89999999999998,9092.176,27813.416999999998
Dovercourt-Wallace Emerson-Juncti,2015,June,,8,5.704,773,2.2974444444444444,0.15384615384615385,158.286,750.789,25166.761
Niagara,2015,June,,3,3.565,532,1.426,0.75,138.322,13223.297999999999,26793.113999999998
Weston-Pellam Park,2015,June,,3,3.565,782,2.750142857142857,0.6666666666666666,380.74199999999996,380.74199999999996,16507.376
Palmerston-Little Italy,2015,June,,8,6.417,686,1.24775,5.625,151.156,1380.368,36616.828
University,2015,June,,4,6.417,521,2.750142857142857,2.153846153846154,320.85,12928.116,19989.667999999998
Kensington-Chinatown,2015,June,,13,7.13,692,0.8148571428571427,3.5714285714285716,77.00399999999999,6012.728999999999,17906.995
Waterfront Communities-The Island,2015,June,,5,2.852,520,1.5052222222222222,1.945945945945946,82.708,14037.544,20662.027
Annex,2015,June,,10,6.417,525,0.089125,0.8181818181818181,0.0,14595.109999999999,13508.498
